,ID,Tweet
2017-12-04 14:44:02,937693987527430146,angela merkel true leader free world
2017-12-04 14:43:53,937693949959069696,toler merkel govern furi germani without leader seven weeek
2017-12-04 14:42:20,937693557745471489,rex tillerson angela merkel turkey friday brief via nyt bigdata ividata ividata
2017-12-04 14:41:15,937693285027545088,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:41:10,937693266052599808,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:41:10,937693264546844672,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:40:39,937693136335368192,rex tillerson angela merkel turkey friday brief via nyt bigdata ividata ividata
2017-12-04 14:39:29,937692840146202624,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:38:28,937692587061862403,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:36:53,937692185843073025,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:34:06,937691487990665219,well done stand ceta angela merkel accept demand green pay block ratif
2017-12-04 14:33:08,937691243563319298,islam affect live much day angela merkel troubl islam nightmar flight check islam presi
2017-12-04 14:32:41,937691128291262465,westmonsteruk interfer german opposit leader main schulz receiv call french prez macron urg
2017-12-04 14:31:34,937690848933961728,recap angela merkel recruit muslim
2017-12-04 14:31:00,937690706042290178,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:30:40,937690622596657152,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:29:48,937690404480274437,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:28:38,937690110333726720,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:28:35,937690099546025987,toler merkel govern furi germani without leader seven weeek
2017-12-04 14:27:51,937689913507454976,angela merkel poker face problem tracey break news
2017-12-04 14:27:20,937689783509377024,thought german car industri stalk angela merkel eu give britain marvel de
2017-12-04 14:26:56,937689681529131009,westmonsteruk interfer german opposit leader main schulz receiv call french prez macron urg
2017-12-04 14:26:00,937689448569073665,german spd agre talk angela merkel conserv wnt news
2017-12-04 14:22:44,937688624715280389,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 14:22:22,937688532503711744,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:21:57,937688430808530944,thought german car industri stalk angela merkel eu give britain marvel de
2017-12-04 14:21:07,937688217695997952,tini clip serena william babi toenail receiv pedicur angela merkel reusabl
2017-12-04 14:20:18,937688013324238853,toler merkel govern furi germani without leader seven weeek
2017-12-04 14:20:09,937687976854937601,thought german car industri stalk angela merkel eu give britain marvel
2017-12-04 14:20:07,937687966285213696,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:19:49,937687890846416896,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:18:46,937687628694081538,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:18:04,937687453556772869,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:17:18,937687256546140160,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:16:53,937687153735360512,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:16:34,937687076098756608,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:15:58,937686921106591747,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:14:41,937686600221384704,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:14:11,937686472538443777,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:13:53,937686400044097537,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:13:43,937686356612001794,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:13:34,937686318888386560,germani social democrat agre talk chancellor angela merkel christian democrat dpa spd cdu
2017-12-04 14:13:18,937686250777083910,westmonsteruk interfer german opposit leader main schulz receiv call french prez macro
2017-12-04 14:13:06,937686201594769409,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:13:02,937686185920618496,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:12:39,937686089879474176,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:12:30,937686049203130370,interfer german opposit leader main schulz receiv call french prez macron urg prop
